energy_carb,energy_protein,energy_fibre,energy_fat,h_nutrients_calories
70.73873457,21.12203674,2.866434301,79.94084947,1.558956056
70.42374712,21.06485055,2.829917781,77.55867471,1.570812841
70.8909752,21.21249788,2.870458643,77.4440635,1.579368365
69.44845811,22.29019054,2.938579691,76.51820943,1.606562491
71.05858175,22.13287186,2.955601163,76.15520887,1.596028947
69.07796418,20.88395812,2.885073776,79.27910217,1.564837076
69.06591098,21.46832673,2.967996869,78.95221023,1.567287852
71.60129762,21.97949888,2.983755399,77.54078532,1.590980548
71.4025739,22.39697374,2.950179008,77.13085498,1.593886926
65.31274239,19.94242887,2.876591687,76.30327803,1.585116049
73.66311515,20.16314411,2.770833035,81.50539094,1.540576734
67.47390011,20.28628752,2.894647667,78.28468057,1.575445836
73.8965865,21.88710799,2.934765763,78.42401818,1.580294448
70.50967413,20.26282998,2.789475172,78.86920241,1.552708231
72.14903464,20.6898294,2.825182637,78.83309924,1.552827891
66.87863978,21.66252385,3.001566178,80.51763607,1.584740376
69.92183404,19.45334014,2.74603907,77.81853042,1.555904991
73.4622036,21.24569874,2.938994269,77.87841484,1.575775108
70.4318827,20.67045753,2.983067093,76.76118807,1.575055793
71.63585892,20.78848762,2.92305995,78.66835585,1.562158026
60.62066069,22.26913342,3.129921863,77.40484732,1.619742084
64.99356504,21.29103896,3.067956142,74.29126118,1.608565069
65.36335942,20.48016886,2.884654998,77.0671442,1.591610231
65.62945577,20.77945702,3.183723258,78.46667959,1.599999079
61.27316319,22.36184561,3.15339829,76.21540923,1.611757494
68.75856086,20.95169209,3.048929191,76.86071444,1.583434361
66.44409836,19.96105111,2.75956399,75.10865443,1.584099331
68.15847533,20.50760352,2.836794405,74.19269054,1.589333362
64.83250652,21.50586637,3.080628344,76.71609137,1.624895168
64.77007684,23.03497305,3.220432389,80.46995842,1.623259194
64.01506282,21.04371911,2.927792101,73.08530978,1.604591598
67.72645271,20.244233,2.958490033,75.1061961,1.584149124
60.05467371,20.81635076,3.002238435,76.52554011,1.606197301
63.39533528,21.68166404,3.167366764,80.89864223,1.614483331
63.26092807,20.88971244,3.037790914,75.87516063,1.607389621
64.49582183,20.77244354,3.150528545,76.05737531,1.619401214
68.40477248,19.15207332,2.792196282,77.71990366,1.565179017
65.13907229,21.89653782,3.065284162,76.80983431,1.624510802
62.99265518,20.46731334,3.108342906,77.9452388,1.583178069
64.89778393,20.44675397,3.131792999,76.54474503,1.594854718
